RegionID,RegionName,State,SizeRank,price_to_rent_avg_201609_201708,price_to_rent_3yravg_2014_2017,value_yoy_gr_2016_2018,rent_yoy_gr_2015_2017,rent_3yravg_yoy_gr_2013_2017,sale_count_yoy_gr_2015_2017,sale_count_3yravg_yoy_gr_2013_2017,turnover_yoy_gr_2015_2017,turnover_3yravg_yoy_gr_2013_2017,pct_reduced_yoy_gr_2015_2017,pct_reduced_3yravg_yoy_gr_2013_2017,sale_price_yoy_gr_2015_2017,sale_price_3yravg_yoy_gr_2013_2017,ptrg_1yr_201609_201708,ptrg_3yr_2013_2017
84654,60657,IL,2,12.84666666666667,12.540000000000001,0.028431469082315874,0.003907651820248162,0.008147947430899877,0.07223989095865516,0.07010239942644785,0.06955736224028912,0.04523572478635698,0.12138645863441229,0.0237612847346666,-0.005186315101329367,-0.0049508587408067335,32.87566870748177,15.766752026341749
91982,77494,TX,4,11.545833333333334,10.754166666666668,0.01692287818111349,-0.07093837293513117,-0.02933057093160064,0.3885350318471336,0.19530351037759486,0.3483670295489891,0.11718853456561175,0.02397201145812233,0.07500098280555346,0.03622202661972213,0.05239421430645689,-1.6275864325068885,-3.9364502519430675
93144,79936,TX,6,9.476666666666668,9.168611111111112,0.033875434983310845,-0.03807695384369247,-0.007128702126225755,0.03258426966292122,0.07142854503880945,0.03278688524590179,0.06493886296214181,-0.03801590920930342,-0.036866650745539215,0.0674692049272116,0.026823563757783303,-2.488819537815129,-13.293677444878774
61630,10016,NY,14,22.264166666666668,21.247777777777777,-0.029210762682079085,-0.04703888805473928,0.02166068943902121,0.013303769401330377,-0.006536558023238594,0.015100671140939331,0.011321979117979379,0.18195106465770203,0.21697675983270925,-0.05149291863906756,0.05445607310474552,-4.733140511475909,10.278604810499848
74101,37013,TN,15,10.614166666666666,9.95361111111111,0.132279377064653,0.04362395661975269,0.05521684742236438,0.023072252580449232,0.17329922232624365,0.009485094850948735,0.14600519788731303,-0.07406274131159168,-0.10799533691002176,0.13997833152762718,0.1069116502076131,2.433104993016756,1.922269590198956
92593,78660,TX,19,10.945,10.3175,0.05961573650503202,0.00797505240018404,0.04177357693948391,-0.040095751047277146,0.05358880630951934,-0.10474860335195511,0.00284055495491523,0.18075752116425514,0.09559187867960373,0.10783736004714202,0.09642172742416476,13.724047756410256,2.6200772837470163
74242,37211,TN,22,11.7725,10.8275,0.11480682635183719,0.030245109062289287,0.06661362941041514,-0.02994791666666663,0.05639293872155555,-0.03262233375156832,0.004954028868591545,0.29439212486053906,-0.013010791119086984,0.12775403510227798,0.09471322803423232,3.8923648698884628,1.7672809760098964
84620,60618,IL,25,13.555833333333332,13.567777777777778,0.031713408031116656,0.01913351314902233,0.04031868639029166,-0.008633093525179856,0.06819682223568549,-0.011428571428571557,0.03448420104635112,0.03532756503161762,0.10749362006704376,0.09424414927261227,0.04947683796738128,7.084863729809075,3.3621713768426353
92036,77573,TX,27,9.46,9.039722222222222,0.050339578853963986,0.013713080168776332,0.03057788133421088,0.0712054965646471,0.05290069063193612,0.03376205787781329,0.014204421710592227,-0.02338064892720172,0.054629264186571,0.039792629956564345,0.07451291641395764,6.898523076923097,3.09373952256661
66126,20002,DC,31,18.346666666666668,17.802777777777777,0.06707747971846115,0.05131591663176884,0.03301411645713965,0.03927203065134105,0.04726401830349858,0.02247191011235971,-0.00896486081185925,0.012707782595594918,0.09429124211866169,0.08488688647254546,0.07487061330064071,3.5752390039757267,5.557218740197122
93123,79912,TX,36,10.83083333333333,10.574444444444444,0.04810736732668594,-0.029490616621983913,-0.01745532719510839,0.09529147982062794,0.05203334566260215,0.08733624454148488,0.025751030088894802,0.03277350897557189,-0.022083717592085866,-0.005696642894416521,0.009718388348865984,-3.6726371212121207,-6.204887030916567
66133,20009,DC,40,16.249166666666664,15.951388888888886,0.005639183227977625,0.024871381168376568,0.012213067115535216,-0.09543568464730279,0.027808449404250646,-0.10559796437659022,-0.004256122889562143,0.043563074649932025,-0.005085976800532088,0.053934571175950484,0.04172459543736929,6.533278773969792,13.30473869745419
91926,77433,TX,43,9.695833333333331,9.751666666666665,0.02577792892365252,-0.048458149779735685,0.021801343013773167,0.05810616929698709,0.0742825297123792,-0.057823129251700855,-0.022313803400571097,-0.023965027595868976,0.15515573057101287,-0.018878101402373247,0.023562360017766116,-2.000867424242424,4.4473559849996
89925,73099,OK,44,10.534999999999998,10.153055555555556,0.010976948408342482,-0.023133888197129446,-0.005836273101606865,0.12257617728531868,0.02338791668022552,0.06980519480519472,-0.01149085142373897,0.15093865804993065,0.10580549079519667,0.0218343031310613,0.021254150762763744,-4.553925354107671,-18.050903061920565
70829,30044,GA,51,10.453333333333333,9.933055555555555,0.09508692365835222,0.04152889829387641,0.04215732051795109,-0.22114920328343804,-0.05061492520230292,-0.22530521642619322,-0.06341106521192436,0.11626411491876318,0.03713886955154257,0.10311724137931035,0.11763333625803753,2.517122717622084,2.47960098149079
70828,30043,GA,54,11.762500000000001,11.337777777777779,0.09247807283456606,0.037286931818181816,0.04212087235568741,-0.2384648555411816,-0.030119842262473606,-0.24382716049382683,-0.047010517863463226,-0.05374594168394886,-0.0017350541794270008,0.10394695857250918,0.10293879973228519,3.1545904761904766,2.792558497049209
84630,60629,IL,55,9.09,8.577222222222222,0.06907481283130233,0.01937687731904106,0.025833674997377987,-0.13282732447817827,0.0349444957190821,-0.13214285714285726,0.03547757601065554,0.26561984367434793,0.058376852888642035,0.09700709657513114,0.11586567965648487,4.69115835866264,3.5186631406188233
